"ContestOrder","Contest","Contest ID","Choice","Precinct","BallotsWith Contest","Votes","Overvoted WithVote for this Choice","Undervoted WithoutVote for this Choice","Ballots WithVotes for Others"
"10.00","Initiative Measure No. 1631  (Vote for 1)","108","Yes","Taholah 002","225","189","0","1","35"
"10.00","Initiative Measure No. 1631  (Vote for 1)","108","Yes","Quinault 004","177","48","0","3","126"
"10.00","Initiative Measure No. 1631  (Vote for 1)","108","Yes","Neilton 006","97","29","0","2","66"
"10.00","Initiative Measure No. 1631  (Vote for 1)","108","Yes","Pacific Beach 008","289","121","0","6","162"
"10.00","Initiative Measure No. 1631  (Vote for 1)","108","Yes","Moclips 010","72","22","0","0","50"
"10.00","Initiative Measure No. 1631  (Vote for 1)","108","Yes","Ocean City 012","433","132","0","11","290"
"10.00","Initiative Measure No. 1631  (Vote for 1)","108","Yes","Burrows 014","47","15","0","1","31"
"10.00","Initiative Measure No. 1631  (Vote for 1)","108","Yes","Wilderness 016","137","30","0","8","99"
"10.00","Initiative Measure No. 1631  (Vote for 1)","108","Yes","Humptulips 018","75","12","0","0","63"
"10.00","Initiative Measure No. 1631  (Vote for 1)","108","Yes","Axford 020","181","32","0","8","141"
"10.00","Initiative Measure No. 1631  (Vote for 1)","108","Yes","Dekay 022","94","17","0","2","75"
"10.00","Initiative Measure No. 1631  (Vote for 1)","108","Yes","Hoquiam Rural 024","388","103","1","10","274"
"10.00","Initiative Measure No. 1631  (Vote for 1)","108","Yes","Stover 026","90","19","0","4","67"
"10.00","Initiative Measure No. 1631  (Vote for 1)","108","Yes","North Wishkah 028","6","2","0","0","4"
"10.00","Initiative Measure No. 1631  (Vote for 1)","108","Yes","Wishkah 030","337","40","0","13","284"
"10.00","Initiative Measure No. 1631  (Vote for 1)","108","Yes","Cutoff032","110","32","0","5","73"
"10.00","Initiative Measure No. 1631  (Vote for 1)","108","Yes","Coats Landing 034","322","75","0","10","237"
"10.00","Initiative Measure No. 1631  (Vote for 1)","108","Yes","Geissler 036","42","11","0","0","31"
"10.00","Initiative Measure No. 1631  (Vote for 1)","108","Yes","Aberdeen Lake 038","11","4","0","0","7"
"10.00","Initiative Measure No. 1631  (Vote for 1)","108","Yes","Reynvaan 040","167","53","0","2","112"
"10.00","Initiative Measure No. 1631  (Vote for 1)","108","Yes","Wynoochee 042","10","4","0","0","6"
"10.00","Initiative Measure No. 1631  (Vote for 1)","108","Yes","Boundary 044","72","10","0","0","62"
"10.00","Initiative Measure No. 1631  (Vote for 1)","108","Yes","Black Creek 046","630","138","0","12","480"
"10.00","Initiative Measure No. 1631  (Vote for 1)","108","Yes","Brady 048","615","132","0","13","470"
"10.00","Initiative Measure No. 1631  (Vote for 1)","108","Yes","Riviera 050","49","7","0","2","40"
"10.00","Initiative Measure No. 1631  (Vote for 1)","108","Yes","Satsop 052","239","28","0","9","202"
"10.00","Initiative Measure No. 1631  (Vote for 1)","108","Yes","Calder 056","409","83","0","11","315"
"10.00","Initiative Measure No. 1631  (Vote for 1)","108","Yes","Bush 058","847","161","0","17","669"
"10.00","Initiative Measure No. 1631  (Vote for 1)","108","Yes","McCleary Rural 060","644","129","0","14","501"
"10.00","Initiative Measure No. 1631  (Vote for 1)","108","Yes","Porter 062","326","87","0","7","232"
"10.00","Initiative Measure No. 1631  (Vote for 1)","108","Yes","Cedar Creek 064","152","34","0","6","112"
"10.00","Initiative Measure No. 1631  (Vote for 1)","108","Yes","Chehalis 066","5","2","0","0","3"
"10.00","Initiative Measure No. 1631  (Vote for 1)","108","Yes","Blockhouse 068","467","135","0","16","316"
"10.00","Initiative Measure No. 1631  (Vote for 1)","108","Yes","Delezenne 070","507","108","0","9","390"
"10.00","Initiative Measure No. 1631  (Vote for 1)","108","Yes","Melbourne 072","449","84","0","9","356"
